,term,N,N_ordered,N_not_ordered,N_made,N_not_made,N_assayed,N_not_assayed,N_crystallised,N_not_crystallised,freq_ordered (of total),freq_made (of total),freq_assayed (of total),freq_crystallised (of total),freq_made (of ordered),freq_assayed (of made),freq_crystallised (of made),fisher_p_ordered,χ2_p_ordered,fisher_p_made,χ2_p_made,fisher_p_assayed,χ2_p_assayed,fisher_p_crystallised,χ2_p_crystallised,log2_freq_ordered (of total),log2_freq_made (of total),log2_freq_assayed (of total),log2_freq_crystallised (of total),log2_freq_made (of ordered),log2_freq_assayed (of made),log2_freq_crystallised (of made)
914,amines,1333,29.0,1304.0,8.0,1325.0,8.0,1325.0,1.0,1332.0,0.0218,0.006,0.006,0.0008,0.2759,1.0,0.125,3.81210422107262e-33,0.0,1.0507795691112314e-36,0.0,9.122077374294408e-36,0.0,1.676664914156415e-08,0.0,-2.4809291279368018,-3.9052867099059285,-3.877744249949002,-4.400879436282184,-1.4202570962925012,0.027674958442848226,-0.5934015811256471
4259,substructure,1056,23.0,1033.0,21.0,1035.0,21.0,1035.0,0.0,1056.0,0.0218,0.0199,0.0199,0.0,0.913,1.0,0.0,1.0917107258639771e-26,0.0,7.938624932295985e-18,0.0,2.267704125594643e-17,0.0,7.901805529447401e-08,0.0,-2.4809291279368018,-2.1755526849707985,-2.1480102250138717,-inf,0.30621230722581033,0.027674958442848226,-inf
176,docked,3601,78.0,3523.0,43.0,3558.0,42.0,3559.0,17.0,3584.0,0.0217,0.0119,0.0117,0.0047,0.5513,0.9767,0.3953,5.838181362013835e-80,0.0,9.555464286149842e-71,0.0,1.292679042727973e-69,0.0,2.1175209600846963e-09,0.0,-2.487562220269249,-2.9173595422065035,-2.914270125974116,-1.8462905846045468,-0.42156495155466267,-0.006337639732420097,1.0676182791445172
179,function,3546,76.0,3470.0,57.0,3489.0,57.0,3489.0,8.0,3538.0,0.0214,0.0161,0.0161,0.0023,0.75,1.0,0.1404,1.7362285278147965e-79,0.0,1.3751409747641555e-59,0.0,7.775731694466549e-58,0.0,1.3249240542497917e-14,0.0,-2.5076464663125817,-2.4812604273998304,-2.4537179674429037,-2.8773174802251713,0.02248804262483142,0.027674958442848226,-0.4257867403705358
129,non-covalent,3712,71.0,3641.0,46.0,3666.0,46.0,3666.0,2.0,3710.0,0.0191,0.0124,0.0124,0.0005,0.6479,1.0,0.0435,3.0169341019990545e-88,0.0,2.965861661892478e-71,0.0,1.997017371555281e-69,0.0,1.6794086051549877e-21,0.0,-2.67168462467798,-2.8579809951275723,-2.8304385351706456,-5.078951341394822,-0.1886313951780161,0.027674958442848226,-2.116242369939006
1635,commercial,1341,23.0,1318.0,15.0,1326.0,15.0,1326.0,2.0,1339.0,0.0172,0.0112,0.0112,0.0015,0.6522,1.0,0.1333,7.600911587583746e-38,0.0,2.8800184652183613e-30,0.0,1.3988653379200423e-29,0.0,1.6861536952142898e-07,0.0,-2.8228486980116303,-3.004822383456843,-2.9772799234999168,-3.4939888406736657,-0.17908811189730872,0.027674958442848226,-0.5006528955861234
266,lipophilic,2611,44.0,2567.0,32.0,2579.0,32.0,2579.0,0.0,2611.0,0.0169,0.0123,0.0123,0.0,0.7273,1.0,0.0,2.322109055499143e-69,0.0,5.66203059970349e-53,0.0,1.5088484133791508e-51,0.0,5.150550431834107e-18,0.0,-2.8482340164315443,-2.8696628001752074,-2.8421203402182806,-inf,-0.021851976683958343,0.027674958442848226,-inf
147,due,4023,63.0,3960.0,49.0,3974.0,48.0,3975.0,12.0,4011.0,0.0157,0.0122,0.0119,0.003,0.7778,0.9796,0.2449,1.3233274391424741e-104,0.0,5.377496045296166e-77,0.0,1.1754527693980955e-75,0.0,3.7538018847522534e-14,0.0,-2.9544927038221016,-2.881439967951561,-2.889817082249577,-2.4939888406736657,0.07499668178843441,-0.002060362542622927,0.3768630978888817
269,residue,3954,50.0,3904.0,39.0,3915.0,38.0,3916.0,9.0,3945.0,0.0126,0.0099,0.0096,0.0023,0.78,0.9744,0.2308,1.156467640832464e-112,0.0,3.3717505757603836e-83,0.0,7.019833741864918e-82,0.0,5.981056311344646e-16,0.0,-3.271833529213812,-3.1828206854348373,-3.1996723448363644,-2.8773174802251713,0.07907157099119902,-0.009739003200268525,0.2913135479703859
919,3-amino,1151,14.0,1137.0,13.0,1138.0,13.0,1138.0,0.0,1151.0,0.0122,0.0113,0.0113,0.0,0.9286,1.0,0.0,1.1059142953203072e-37,0.0,2.4951139840573385e-26,0.0,1.2081418616205744e-25,0.0,1.3798725433382169e-08,0.0,-3.318376115150842,-2.99199834309926,-2.964455883142333,-inf,0.33065472792088757,0.027674958442848226,-inf
182,interactions,3894,46.0,3848.0,33.0,3861.0,32.0,3862.0,15.0,3879.0,0.0118,0.0085,0.0082,0.0039,0.7174,0.9697,0.4545,6.01785052483345e-114,0.0,9.889548828593713e-87,0.0,1.2960671343690264e-85,0.0,8.191835939016878e-12,0.0,-3.366470403351887,-3.4027863693767455,-3.4270828409394367,-2.115477217419936,-0.04162480768824942,-0.016714652500646764,1.268950618406373
929,residues,3421,37.0,3384.0,37.0,3384.0,36.0,3385.0,9.0,3412.0,0.0108,0.0108,0.0105,0.0026,1.0,0.973,0.2432,6.317199446507539e-105,0.0,7.923368516779944e-71,0.0,1.0248754991724719e-69,0.0,2.4877971274352125e-13,0.0,-3.49422595055026,-3.0572898033509786,-3.070389327891398,-2.700439718141092,0.4375255419036754,-0.011813331438127201,0.36681355276848904
2993,construct,1164,11.0,1153.0,4.0,1160.0,4.0,1160.0,0.0,1164.0,0.0095,0.0034,0.0034,0.0,0.3636,1.0,0.0,5.272704414673565e-41,0.0,6.987377135357262e-36,0.0,3.9425023292187724e-35,0.0,1.4299725912673037e-08,0.0,-3.679257844382781,-4.724714464264108,-4.697172004307181,-inf,-1.0220503534516672,0.027674958442848226,-inf
